url_md5,url,significant_terms,matched_kw_from_content,matched_kw_from_urls,content,status,created_on,last_updated_on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1525a7cd54748d210adea0b56f592559,https://www.ratemds.com/doctor-ratings/92544/Dr-Fred-Hansen-Red+Deer-AB.html/#credentials,,,,,P,11-02-2024 22:10,11-02-2024 23:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137a9ad9d98451b43267edaafd12149a,https://api.theepochtimes.com/world/innovation-minister-says-he-was-unaware-foreign-workers-coming-to-subsidized-battery-plant-5533642,Champagne|Minister Champagne|South Korea,,,Industry Minister François-Philippe Champagne says he didn’t know that over 1,,,, headquartered in South Korea.\n\nMinister Champagne said the knowledge transfer would be done by “very few selected people.”\n\n“That knowledge will help us to make sure that this plant is one of the most productive in the industry in North America, so let’s not lose sight of the big picture,” he said.\n\nAfter speaking solo to reporters while on his way to a cabinet meeting, Mr. Champagne came back shortly after accompanied by Immigration Minister Marc Miller, Employment Minister Randy Boissonnault, and Labour Minister Seamus O’Regan.\n\nMr. Champagne said he had spoken to the Stellantis CEO the previous day to “bring him up to speed on the situation we’re facing in Canada.”\n\nMr. Champagne said he asked Stellantis’s CEO to “take action and to make sure that we respect not only the letter, but also the spirit of our contract with the company, which is to maximize the number of opportunities for Canadians.”\n\nThe post was related to a visit to Windsor by South Korean Ambassador Woongsoon Lim. The police force said it was “grateful” to discuss safety and security with the ambassador and that it looks “forward to the South Korean workforce coming to our community.”\n\nThe Epoch Times reached out to South Korean diplomatic missions in Canada for comment but didn’t immediately hear back. NextStar also has not returned several inquiries by The Epoch Times.\n\nMr. Boissonnault said there is “no justification that we can see for the number that the South Korean Ambassador raised with 1,600.”\n\nHe added that his department had conducted one Labour Market Impact Assessment for a job to be filled by the company if no Canadian applied. “There’s one temporary foreign worker that’s been approved for this project,” said Mr. Boissonnault.\n\nHe noted that according to the free trade agreement with South Korea, people can come and go on business visas or visa-free.\n\n“We’ve only had fewer than 100 people that have come in,"” said Mr. Miller. “They’re training people up as Minister Champagne said.”	P	2024-02-11 22:10:33	2024-02-11 23:09:17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102d9f27f5923df93728c1230a49489e,https://journals.sagepub.com/doi/10.1177/197140099500800625,,,,,P,11-02-2024 22:10,12-02-2024 00:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e869151f3b0862454876878347f359d,https://medicalxpress.com/news/2016-07-elderly-patients-discuss-primary-physicians.html,clinic|discussions|participants|care providers|care clinics,,,(HealthDay)—A minority of older adults who visit primary care providers have documented discussions about driving,,,, respectively, versus 7.5 percent). There was no correlation between medical diagnoses that could impact driving, which were prevalent, with the frequency of discussions. Participants who went to the geriatric clinic or had a primary care provider younger than 45 years or who worked fewer than six half-day clinics per week were more likely to have one or more documented driving discussions in 2014, in multivariable analysis.\n\nStrategies to support routine and preparatory conversations about driving should incorporate these findings and might vary among clinic settings," the authors write.	P	2024-02-11 22:10:33	2024-02-11 23:07:24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0e79f279135eacbe5a76427ea3580229,https://www.theepochtimes.com/article/iraq-militant-attack-north-of-baghdad-kills-at-least-14-2066376,attack|BAGHDAD|ISIS|group|bomb attacks,,attack|baghdad,BAGHDAD—The Islamic (ISIS) group launched a coordinated assault Sunday on a natural gas plant north of Baghdad that killed at least 14 people,,,, more than 140 people have been killed in a spate of bombings in Baghdad and elsewhere.\n\nThe wave of attacks comes as Iraqi ground forces have achieved a number of key territorial victories against the extremist group. Brett McGurk, the Obama administration’s diplomatic point man in the international fight against the Islamic State group, told journalists in Jordan that the tide was turning against extremists.“This perverse caliphate is shrinking,” said McGurk, a presidential envoy to the 66-member anti-ISIS coalition.In the past month, ISIS has lost a swath of key territory along a supply route in Iraq’s vast western Anbar province that the extremists had used to ferry fighters and supplies between Iraq and Syria. But after losing territory along the Euphrates River valley, that line has been cut, according to Iraqi and coalition officials.As ISIS militants are pushed back along front lines, the group is increasingly turning to insurgency-style terrorist attacks to detract from their losses, the officials said.However, despite battlefield successes against ISIS, Iraq’s political leadership is in disarray as a deepening political crisis has gridlocked government. Parliament has not met for more than two weeks after supporters of influential Shiite cleric Muqtada al-Sadr stormed Baghdad’s highly fortified Green Zone. The breach followed repeated delays to government reform legislation that lawmakers claimed would fight Iraq’s entrenched corruption.“It’s possible that some of the political unrest in Baghdad has led (the Islamic State group) to think that they can somehow stir up more chaos than usual,” said Nathaniel Rabkin, managing editor of Inside Iraqi Politics, a political risk assessment newsletter.\n\n“ISIS hopes that somehow if they just keep up the pressure, the Iraqi government will at best collapse or at least become incapable of pursuing a cohesive approach” to fighting the extremists, Rabkin said. While the U.S.-led coalition acknowledges the planning phase of Iraqi military operations against ISIS has been slowed by political unrest, Rabkin says there is no evidence ISIS terrorist attacks have had a direct impact on the military campaign against the extremists.Besides the assault on the gas plant, Sunday’s attacks included a car bomb at a shopping area in the town of Latifiyah, about 20 miles (30 kilometers) south of the capital, that killed seven people, including two soldier, officials said. Eighteen people were wounded in the attack, four of whom were soldiers.Elsewhere in Baghdad, three separate bomb attacks targeted commercial areas, killing at least eight civilians and wounding 28 others, police said. At total of 29 people were killed in the day’s violence.Medical officials confirmed the casualty figures. All officials spoke on condition of anonymity as they were not authorized to release information.ISIS extremists still control significant areas in northern and western Iraq," including the country’s second-largest city of Mosul. The group declared an Islamic caliphate on the territory it holds in Iraq and Syria and at the height of its power was estimated to hold nearly a third of Iraqi territory. Iraq’s Prime Minister says the group’s hold has since shrunk to 14 percent.	P	2024-02-11 22:10:33	2024-02-11 23:07:24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0451264c72ce469447b2b2d8ac494dbf,https://www.theepochtimes.com/article/see-how-3d-printing-changes-the-future-of-racing-749880,Abe Reichental|printers|materials|sections,,,Imagine a world where everything could be made exactly how you want it at the push of a button. Whatever your imagination sees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96cec1103e852d2dad0a97912457c674,https://medicalxpress.com/news/2017-01-americans-supplemental-nutrition-snap-higher.html#!,health|participants|mortality|risk|health outcomes,cardiovascular|diabetes|health-insurance|hypertension|lifestyle|nutrition|obesity|stroke,nutrition,The U. S. Supplemental Nutrition Assistance Program (SNAP),,,, led by researchers from the Friedman School of Nutrition Science and Policy at Tufts University, highlights the need for efforts to better understand and improve poor health outcomes among low-income Americans.\n\nIt is important to note that our study does not examine cause-and-effect and whether or not SNAP participation itself increases the risk of mortality, said Zach Conrad, Ph. D., M.P.H., former postdoctoral fellow in nutritional epidemiology at the Friedman School and corresponding author. Rather, our investigation demonstrates that Americans on SNAP are dying at higher rates, emphasizing the need for strong efforts to improve their health. It is plausible that these individuals, if they did not participate in SNAP, might have even worse health outcomes.\n\nThe findings were published in the American Journal of Public Health on Jan. 19.\n\nTo investigate disparities in mortality risk according to both SNAP eligibility and participation, a team led by Conrad and senior study author Dariush Mozaffarian, M. D., Dr.P.H., dean of the Friedman School, analyzed health data on 499,741 U.S. adults aged 25 or older from the 2000 to 2009 National Health Interview Survey. These data—based on in-home, interviewer-administered questionnaires that assessed a broad range of participant characteristics, including SNAP participation—were linked to all-cause and cardiometabolic mortality data maintained by the Centers for Disease Control and Prevention, which provided follow-up through 2011.\n\nFor SNAP participants, the observed increases in total and cardiovascular mortality were seen in both Whites and Blacks, but much less so in Hispanics. The exception was diabetes-related mortality, which was similarly high across all races and ethnicities participating in SNAP.\n\nWhen the researchers controlled for differences in age, gender, body mass index, geographic region, insurance coverage, family structure, smoking status, alcohol intake, physical activity and hypertension, none of these factors appeared to explain the higher mortality.\n\nHowever, differences in education, employment and marital status (and, for stroke, physical activity) each partly reduced the disparities in mortality, suggesting that these factors may partly explain the differences in risk of death, say the authors.\n\nOur results suggest that the millions of low-income Americans who rely on SNAP for food assistance require even greater support to improve their health than they currently receive. Such efforts should be a priority for policymakers, said Mozaffarian, who is also the Jean Mayer Chair and Professor of Nutrition at the Friedman School. Mortality differences were consistent by age and gender, whereas racial and ethnic differences were more varied. This highlights the need for further careful investigation of the underlying drivers of the observed poor health, which can help guide improvements to the program.\n\nTo be eligible for SNAP, households must have incomes at or below 130 percent of the national poverty level. While numerous studies have shown that this disadvantaged population is more likely to have higher rates of obesity, cardiovascular risk factors and other health conditions, and insufficient health insurance coverage compared to nonparticipants, differences in mortality were previously poorly understood.\n\nMany sociocultural and lifestyle factors are linked to SNAP participation, and the authors suggest that one potential explanation for the observed disparities may be that individuals who perceive themselves to be at higher risk for poor health outcomes tend to participate in SNAP. Compared with nonparticipants, SNAP participants are more likely to have children or other family members with developmental delays or functional limitations, and are more likely to report forgoing medical care because of financial hardship, they write.\n\nThey suggest that modifications to SNAP provide a natural opportunity to improve the health of millions of Americans. A leading cause of poor health is suboptimal diet, and SNAP participants tend to have lower-diet quality than nonparticipants. Several previous modeling studies have estimated that altering financial incentives for different foods purchased by SNAP participants would improve diets and reduce cardiovascular disease and diabetes. State-level modifications to SNAP have demonstrated that providing financial incentives leads to increased consumption of fruits and vegetables. In addition, financial disincentives for purchasing unhealthy items, in particular sugar-sweetened beverages, have been proposed.\n\nSNAP is effective at reaching a population that is at increased risk of ill health. Given that approximately 15 percent of the U. S. population participates in this important food assistance program, it is a vital component of the nation's public health programming infrastructure, and strategies to improve the health of its participants must be prioritized," Conrad said.	P	2024-02-11 21:10:33	2024-02-12 00:59:11",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96c26fc73f51d91c9d7cd950636cc24b,https://sagepub.issh.org.il/doi/abs/10.1258/0956462041211135,Journal portfolios|subject areas,,,Journal portfolios in each of our subject areas.,P,11-02-2024 21:10,12-02-2024 00:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961751edef394565e920dc6bf7f58dc0,https://www.theepochtimes.com/world/afghan-woman-in-limbo-at-kabul-airport-after-taliban-sweep-3952415,airport|Taliban|Afghans|Tajik|Herat,cold|sleep,airport|taliban,With hundreds of Afghans rushing the tarmac of Kabul’s international airport desperate to flee the return of the Taliban,,,,” she said, speaking to The Associated Press over the phone. “I am here, confused, hungry, and hopeless. I don’t know what is coming my way. Where will I go? How will I spend my days? Who will support my family?”\n\nTajik, a 22-year old data analyst working for a U. S. contractor helping Afghan businesses, had gotten the call on Sunday afternoon, informing her she had just 10 minutes to leave for the airport. She had been put on an evacuation list heading to the United States or Mexico—she was told nothing more. She did not have a visa in her passport.\n\nShe left a friend’s apartment in Kabul with just the clothes on her back, a knapsack, a laptop, and her phone.\n\n“My dreams and my plans, are all inside this small backpack,” she said.\n\nAs the Taliban swept into Kabul on Sunday after President Ashraf Ghani fled the country, bringing an end to a two-decade campaign in which the United States and its allies had tried to transform Afghanistan, Tajik and a group of Afghans working for U. S. media were rushed to the city’s international airport by their American friends.\n\nThe speed of the Afghan government’s collapse, the ensuing chaos, and the near-complete takeover of the country—just two weeks before the final pullout of the last U. S. and NATO troops—has shocked many in Afghanistan and beyond. For Afghan women, it raised fears that all they had achieved in women’s rights, the right to go to school and work, would be swiftly taken away.\n\nOn the way to the airport, Tajik looked out the window, taking in the last glimpses of Kabul streets, “filled with a scary silence.”\n\nThere was barely time to call her family in the western province of Herat, seized by the Taliban last week in the insurgents’ relentless sweep. Before the fall, Tajik had fled the city of Herat, the provincial capital and her hometown, for the Afghan capital, “with hope that Kabul would resist.”\n\n“But everything changed,” she said. “Everything collapsed in front of my eyes.”\n\nHer family did not object to her leaving even though, at 22, she was their breadwinner. That role brought her respect and pride—something the Taliban could take away. She also knew that by staying, she would become a liability for her loved ones—a young woman, educated at an international university, and working with foreigners.\n\n“When I left Herat I thought I cannot leave my family like this, but staying there I become a risk for them,” she said. If the Taliban found out, she is convinced “they will hurt my family.”\n\nBefore leaving Herat, she destroyed all evidence linking her with international organizations, including newspaper clippings. Apart from working as a U. S. contractor, in July she was also featured in a prominent U.S. paper.\n\n“I burned them, I buried them, and I left,” she said.\n\nOnce at the airport, she saw Afghans waiting desperately for a plane out, some breaking into tears. She was tired, she had not slept in three days. Rumors circulated that the planes may even be canceled. Others asked why there was no security and who would protect them.\n\n“The Taliban can come at any time,” she said, her voice faltering.\n\nSix hours passed. She heard shots ring out from the outside—was it the Taliban?\n\nFrom where she was, she could see a plane on the tarmac, but it wasn’t hers. A mad rush of men and women followed, people overtaking one another, desperate to get out. She watched from a cold steel bench, and for a moment, thought of the unknown that awaited her on the other side.\n\n“I might end up on the other side of the world, in a refugee camp. I have no food, no money with me,” she said. And she missed her family. “I am worried for their lives,” she said. “All these years of education and hard work, in the hope of making a better life and helping other Afghans ended up being for nothing.”\n\nBy midnight on Sunday, she thought of giving up and taking a taxi back to Kabul. Herat was out of the question. She got up, but just as quickly changed her mind again.\n\nSleep would not come. She said looters were causing havoc inside the terminal. She left with her travel companions to wait outside on the runway.\n\nAt daybreak, thousands of Afghans had streamed into the airport. Tajik said she saw U. S. soldiers fire shots in the air. Her flight would be here soon, she was told.\n\nLater on Monday, U. S. military officials said the chaos at the Kabul airport had left seven people dead, including some who fell from a departing American military transport jet.\n\n“I will never forgive the world for staying silent,"” she said. “I didn’t deserve this. No one deserves this.”	P	2024-02-11 21:10:33	2024-02-12 00:58:49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950db91d34f0e87de5453d7e5a0924c6,https://medicalxpress.com/news/2014-02-pfc-exposure-metabolic-overweight-children.html#!,PFCs|chemicals|levels|study|PFC exposure,Water|Glucose|blood|diabetes|heart|metabolic-syndrome|stroke,pfc exposure,Overweight children who were exposed to higher levels of perfluorinated chemicals tended to show early signs of developing the metabolic syndrome,,,, MSC, of the University of Southern Denmark. Overweight children who were exposed to higher levels of PFCs tended to have higher concentrations of insulin and triglycerides in their blood, and these metabolic changes could signal the beginnings of the metabolic syndrome.\n\nThe cross-sectional study examined PFC exposure and metabolic changes in 499 third-graders. Researchers measured the participants' body mass index and waist circumference and analyzed blood samples for PFC, insulin, triglyceride and glucose levels. The samples were taken in 1997 as part of the European Youth Heart Study.\n\nThe analysis found that overweight children who had higher levels of certain PFCs in their blood were more likely to have higher levels of insulin and triglycerides as well. There was no relationship between PFC exposure and metabolic markers in normal-weight children.\n\nAlthough the two types of PFCs we investigated are being phased out due to health concerns, the use of other types of PFCs is on the rise," Timmermann said. There is an ongoing need to determine how the entire class of chemicals is affecting children's health.	P	2024-02-11 21:10:33	2024-02-11 21:59:31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9449a1acfdfd65d57ab963cf3d9358d2,https://journals-sagepub-com.ez94.periodicos.capes.gov.br/doi/10.1177/1357633X231161774,cookie|databases|access|access databases|use cookies,,,Licensing agreements for these databases require that access be extended only to authorized users.  Once you have been validated by this system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9421950c3b99f4761289cd1ed77c89e2,https://journals.sagepub.com/home/ear/article/infantile-supraglottic-hemangioma-case-report,,,,,P,11-02-2024 21:10,11-02-2024 22:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93b3d872319ffd55e91f6c1503131f5c,https://journals.sagepub.com/doi/full/10.1177/1937586714567644,,,,,P,11-02-2024 21:10,11-02-2024 21:58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927aeec48e8f9270613be954e76421f1,https://www.theepochtimes.com/us/arizona-state-oversees-center-where-incapacitated-woman-raped-2830863,Hacienda|facility|state|care facility|patients,,state,PHOENIX—A Phoenix long-term care facility where an incapacitated woman was raped and unexpectedly gave birth in December 2018,,,,“ Hacienda acting CEO Perry Petrilli said in a statement. ”We won’t stop until we get this 100 percent right.”\n\nThe facility will prepare to hire a third-party authority to monitor day-to-day operations and lead daily checks on the wellbeing of patients. Hacienda must provide the state with a $50,000 deposit in the event that patient transfers are needed. The facility will also have to make sure it complies with state and federal statutes that pertain to nursing care institutions.\n\nHacienda HealthCare will also be required to undergo unannounced inspections, use a video monitoring system inside the facility and employ people solely to watch out for patient safety. Since the resident gave birth, the center put in place a rule not allowing male caregivers to directly care for female patients without at least another person present.\n\n“Obviously, the focus of this agreement is ensuring the health and safety of patients,” Christ said. “It does not shield Hacienda staff or the board from criminal investigations.”\n\nThe agreement marks the culmination of months of turmoil since the female resident gave birth. Nathan Sutherland, a male nurse who cared for her, was arrested after his DNA matched a sample from the newborn. He has pleaded not guilty to felony charges of sexual assault and vulnerable adult abuse.\n\nJust a few days after the news surfaced, Hacienda’s longtime CEO resigned. One doctor was dismissed and another suspended from providing services at the facility. Multiple senior staff employees and two board members left or gave notice of resignation. Former Maricopa County Attorney Rick Romley, who was hired by Hacienda to lead an internal investigation, also quit.\n\nThe departures have not impacted on direct patient care, Petrilli insists.\n\nHacienda officials had planned in February to close down the entire unit where the woman lived, saying it was no longer financially sustainable. The state protested because this would have required relocating nearly 40 other residents who are minors and young adults to other facilities. Hacienda later agreed to relinquish regulation to the state.\n\nIntermediate care facilities for individuals with developmental disabilities have not been subject to state regulation in Arizona since the 1990s, when lawmakers approved the exemption for them.\n\nLawmakers appear poised to reverse course.\n\nLegislation that requires facilities like Hacienda to apply for state licenses and conduct background checks of employees who care for clients was unanimously approved recently in the Arizona Senate, and is awaiting a House vote.\n\n“Hacienda is going to be relieved when they can just be licensed by the department,"” Christ said.	P	2024-02-11 21:10:33	2024-02-11 23:58:53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
